,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
218,214,Virat Kohli,253802,Soumya Sarkar,436677,"Soumya Sarkar to Kohli, 2 runs fuller ball, <strong>125kph</strong>, and he digs it out towards deep backward square leg. Some running around for the two boundary riders, one of them behind square, and that allows them to come back for the second",1st innings,35.4,run,216,2,216/2,"Soumya Sarkar to Kohli, 2 runs",125kph,"fuller ball, <strong>125kph</strong>, and he digs it out towards deep backward square leg. Some running around for the two boundary riders, one of them behind square, and that allows them to come back for the second",2
219,215,Virat Kohli,253802,Soumya Sarkar,436677,"Soumya Sarkar to Kohli, no run fuller ball, and he flicks this away towards square leg",1st innings,35.5,no run,216,0,216/2,"Soumya Sarkar to Kohli, no run",,"fuller ball, and he flicks this away towards square leg",2
220,216,Virat Kohli,253802,Soumya Sarkar,436677,"Soumya Sarkar to Kohli, 1 run dug in short, and he drops it on the ground after rising to meet this just below his ribs. They go through for a quick single",1st innings,35.6,run,217,1,217/2,"Soumya Sarkar to Kohli, 1 run",,"dug in short, and he drops it on the ground after rising to meet this just below his ribs. They go through for a quick single",2
221,217,Virat Kohli,253802,Shakib Al Hasan,56143,"Shakib Al Hasan to Kohli, FOUR runs tossed up, and on the stumps, and he whips this dismissively through midwicket. <strong>Supreme timing from Virat Kohli on that!</strong>",1st innings,36.1,four,221,4,221/2,"Shakib Al Hasan to Kohli, FOUR runs",,"tossed up, and on the stumps, and he whips this dismissively through midwicket. <strong>Supreme timing from Virat Kohli on that!</strong>",2
222,218,Virat Kohli,253802,Shakib Al Hasan,56143,"Shakib Al Hasan to Kohli, no run holds the length back a touch, and he can only play this away towards point",1st innings,36.2,no run,221,0,221/2,"Shakib Al Hasan to Kohli, no run",,"holds the length back a touch, and he can only play this away towards point",2
223,219,Virat Kohli,253802,Shakib Al Hasan,56143,"Shakib Al Hasan to Kohli, 1 run drives a full, straighter ball, with the slight turn away from him, towards long off",1st innings,36.3,run,222,1,222/2,"Shakib Al Hasan to Kohli, 1 run",,"drives a full, straighter ball, with the slight turn away from him, towards long off",2
224,220,Rishabh Pant,931581,Shakib Al Hasan,56143,"Shakib Al Hasan to Pant, FOUR runs full, from around the stumps, and he plays more of a paddle shot, but <strong>so well timed</strong>! Down on one knee, stretching to get to the pitch of it",1st innings,36.4,four,226,4,226/2,"Shakib Al Hasan to Pant, FOUR runs",,"full, from around the stumps, and he plays more of a paddle shot, but <strong>so well timed</strong>! Down on one knee, stretching to get to the pitch of it",2
225,221,Rishabh Pant,931581,Shakib Al Hasan,56143,"Shakib Al Hasan to Pant, no run full ball, and he defends this",1st innings,36.5,no run,226,0,226/2,"Shakib Al Hasan to Pant, no run",,"full ball, and he defends this",2
226,222,Rishabh Pant,931581,Shakib Al Hasan,56143,"Shakib Al Hasan to Pant, 1 run length, and he plays this with the turn to the right of square leg",1st innings,36.6,run,227,1,227/2,"Shakib Al Hasan to Pant, 1 run",,"length, and he plays this with the turn to the right of square leg",2
227,223,Rishabh Pant,931581,Soumya Sarkar,436677,"Soumya Sarkar to Pant, FOUR runs <strong>oh, the fall-away sweep!</strong> It's a fuller ball, but too straight, and Pant gets down on one knee and plays that sweep that only he plays. Fine leg inside the ring, so gets it fine enough to beat that fielder",1st innings,37.1,four,231,4,231/2,"Soumya Sarkar to Pant, FOUR runs",,"<strong>oh, the fall-away sweep!</strong> It's a fuller ball, but too straight, and Pant gets down on one knee and plays that sweep that only he plays. Fine leg inside the ring, so gets it fine enough to beat that fielder",2
228,224,Rishabh Pant,931581,Soumya Sarkar,436677,"Soumya Sarkar to Pant, 1 run slower ball, straight, and he flicks this away towards midwicket. Picks up one",1st innings,37.2,run,232,1,232/2,"Soumya Sarkar to Pant, 1 run",,"slower ball, straight, and he flicks this away towards midwicket. Picks up one",2
229,225,Virat Kohli,253802,Soumya Sarkar,436677,"Soumya Sarkar to Kohli, 2 runs full, straight, and he flicks this to the right of deep midwicket. Two on offer easily",1st innings,37.3,run,234,2,234/2,"Soumya Sarkar to Kohli, 2 runs",,"full, straight, and he flicks this to the right of deep midwicket. Two on offer easily",2
230,226,Virat Kohli,253802,Soumya Sarkar,436677,"Soumya Sarkar to Kohli, 1 run full, wide of off, and he drives it. It is uppish, but lands to the left of mid off",1st innings,37.4,run,235,1,235/2,"Soumya Sarkar to Kohli, 1 run",,"full, wide of off, and he drives it. It is uppish, but lands to the left of mid off",2
231,227,Rishabh Pant,931581,Soumya Sarkar,436677,"Soumya Sarkar to Pant, no run length, again down the leg side, and it almost arrives too slowly for Pant. Looks to flick it away, but misses out on contact",1st innings,37.5,no run,235,0,235/2,"Soumya Sarkar to Pant, no run",,"length, again down the leg side, and it almost arrives too slowly for Pant. Looks to flick it away, but misses out on contact",2
232,228,Rishabh Pant,931581,Soumya Sarkar,436677,"Soumya Sarkar to Pant, 2 runs walks closer to turn this into a length ball on his pads, and flicks it away past short midwicket. Two runs easily picked up before there's a return from wide mid on",1st innings,37.6,run,237,2,237/2,"Soumya Sarkar to Pant, 2 runs",,"walks closer to turn this into a length ball on his pads, and flicks it away past short midwicket. Two runs easily picked up before there's a return from wide mid on",2
233,229,Virat Kohli,253802,Mustafizur Rahman,330902,"Mustafizur Rahman to Kohli, no run cutter, short of a length, and he defends this towards point",1st innings,38.1,no run,237,0,237/2,"Mustafizur Rahman to Kohli, no run",,"cutter, short of a length, and he defends this towards point",2
234,230,Virat Kohli,253802,Mustafizur Rahman,330902,"Mustafizur Rahman to Kohli, OUT <strong>short, and he has holed out to midwicket!</strong> That cutter again from Mustafiz that does the trick. May have stuck in the pitch for a bit more than Kohli expected. He was aiming for that short boundary once again, and he placed it right down Rubel's throat. <strong>Kohli falls for the first time in six knocks without getting to at least 50!</strong>",1st innings,38.2,out,237,0,237/3,"Mustafizur Rahman to Kohli, OUT",,"<strong>short, and he has holed out to midwicket!</strong> That cutter again from Mustafiz that does the trick. May have stuck in the pitch for a bit more than Kohli expected. He was aiming for that short boundary once again, and he placed it right down Rubel's throat. <strong>Kohli falls for the first time in six knocks without getting to at least 50!</strong>",3
235,231,Hardik Pandya,625371,Mustafizur Rahman,330902,"Mustafizur Rahman to Pandya, no run fuller, angles away from him, and he presses forward to defend this towards point",1st innings,38.3,no run,237,0,237/3,"Mustafizur Rahman to Pandya, no run",,"fuller, angles away from him, and he presses forward to defend this towards point",3
236,232,Hardik Pandya,625371,Mustafizur Rahman,330902,"Mustafizur Rahman to Pandya, OUT <strong>TWO IN THE OVER FOR THE FIZZ!</strong> Mashrafe wants wickets out of Mustafizur in this situation, and how well has he delivered. Angles this on a good length, and wide slip comes into play. Pandya has a tentative poke, and it goes low to the left of Soumya Sarkar, who has made no mistake",1st innings,38.4,out,237,0,237/4,"Mustafizur Rahman to Pandya, OUT",,"<strong>TWO IN THE OVER FOR THE FIZZ!</strong> Mashrafe wants wickets out of Mustafizur in this situation, and how well has he delivered. Angles this on a good length, and wide slip comes into play. Pandya has a tentative poke, and it goes low to the left of Soumya Sarkar, who has made no mistake",4
237,233,MS Dhoni,28081,Mustafizur Rahman,330902,"Mustafizur Rahman to Dhoni, no run length, a bit of movement away with the natural angle slanting away from Dhoni. He's having nothing to do with this",1st innings,38.5,no run,237,0,237/4,"Mustafizur Rahman to Dhoni, no run",,"length, a bit of movement away with the natural angle slanting away from Dhoni. He's having nothing to do with this",4
238,234,MS Dhoni,28081,Mustafizur Rahman,330902,"Mustafizur Rahman to Dhoni, no run fuller, angles away from him, and he defends this towards cover",1st innings,38.6,no run,237,0,237/4,"Mustafizur Rahman to Dhoni, no run",,"fuller, angles away from him, and he defends this towards cover",4
239,235,Rishabh Pant,931581,Mohammad Saifuddin,629070,"Mohammad Saifuddin to Pant, no run full ball, angles away from Pant, who defends from the crease",1st innings,39.1,no run,237,0,237/4,"Mohammad Saifuddin to Pant, no run",,"full ball, angles away from Pant, who defends from the crease",4
240,236,Rishabh Pant,931581,Mohammad Saifuddin,629070,"Mohammad Saifuddin to Pant, FOUR runs <strong>GORGEOUS!</strong> Full ball, just a bit of width, and he slaps this hard through covers. Not a great deal of foot movement, but keeps his base low and rifles this past cover",1st innings,39.2,four,241,4,241/4,"Mohammad Saifuddin to Pant, FOUR runs",,"<strong>GORGEOUS!</strong> Full ball, just a bit of width, and he slaps this hard through covers. Not a great deal of foot movement, but keeps his base low and rifles this past cover",4
241,237,Rishabh Pant,931581,Mohammad Saifuddin,629070,"Mohammad Saifuddin to Pant, FOUR runs short, and he responds in kind! Cutter from Saif, and he waits on it and then swats it away towards deep midwicket. just a couple of bounces and through for four",1st innings,39.3,four,245,4,245/4,"Mohammad Saifuddin to Pant, FOUR runs",,"short, and he responds in kind! Cutter from Saif, and he waits on it and then swats it away towards deep midwicket. just a couple of bounces and through for four",4
242,238,Rishabh Pant,931581,Mohammad Saifuddin,629070,"Mohammad Saifuddin to Pant, FOUR runs <strong>THREE ON THE TROT FROM PANT!</strong> A bit of width outside off this time, and he whacks it past point. Superb timing too. Pant's on fire, safe to say...",1st innings,39.4,four,249,4,249/4,"Mohammad Saifuddin to Pant, FOUR runs",,"<strong>THREE ON THE TROT FROM PANT!</strong> A bit of width outside off this time, and he whacks it past point. Superb timing too. Pant's on fire, safe to say...",4
243,239,Rishabh Pant,931581,Mohammad Saifuddin,629070,"Mohammad Saifuddin to Pant, 1 run length, and he whips this away towards deep square leg. Brings up 250 for India, and the early pillage means Dhoni can take his time in settling in",1st innings,39.5,run,250,1,250/4,"Mohammad Saifuddin to Pant, 1 run",,"length, and he whips this away towards deep square leg. Brings up 250 for India, and the early pillage means Dhoni can take his time in settling in",4
